Edad,Genero,Nivel.educativo,Producto,Precio.unidad,Cantidad,Descuento,Total.pagar,Gasto.promedio,Frecuencia.compra,Rating,Tiempo.web,Influencer,Pago,Compra
27,Masculino,Secundaria,Fire TV Stick 4K,57.29,3,47,91.09,2216.12,118,2.7,25.77,No,Transferencia,No
48,Masculino,Secundaria,Echo Dot (4th Gen),84.07,18,11,1346.8,1025.68,180,3.6,10.09,No,Transferencia,No
53,Masculino,Secundaria,Galaxy S23,140.71,10,24,1069.4,2340.65,120,1.9,13.31,No,Transferencia,Si
31,Femenino,Secundaria,Galaxy S23,64.12,24,40,923.33,487.35,78,0.9,4.14,No,Tarjeta de crédito,No
53,Masculino,Universitaria,Apple AirPods Pro,64.04,15,26,710.84,1272.87,56,1.9,24.45,No,PayPal,Si
41,Masculino,Secundaria,Galaxy S23,129.64,13,27,1230.28,17.21,8,4.6,2.28,Si,Transferencia,Si
41,Femenino,Primaria,Echo Dot (4th Gen),103.1,18,3,1800.13,529.55,40,4.5,5.58,Si,PayPal,No
25,Femenino,Secundaria,Apple AirPods Pro,76.85,9,11,615.57,1662.35,101,2.7,22.45,Si,PayPal,No
33,Femenino,Universitaria,Kindle Paperwhite,61.12,10,21,482.85,321.46,193,3.7,23.61,No,Tarjeta de crédito,Si
65,Femenino,Primaria,Echo Dot (4th Gen),87.1,7,15,518.24,653.79,74,4.5,12.86,No,Tarjeta de crédito,No
47,Masculino,Secundaria,Fire TV Stick 4K,133.39,10,27,973.75,1248.84,64,0.9,11.7,Si,PayPal,No
61,Femenino,Secundaria,Nintendo Switch,40.51,4,29,115.05,835.57,7,4.6,19.9,Si,PayPal,Si
52,Femenino,Universitaria,Apple AirPods Pro,136.51,22,4,2883.09,769.25,175,3.6,16.48,Si,Transferencia,No
24,Femenino,Secundaria,Kindle Paperwhite,41.92,17,9,648.5,264.08,119,1.8,13.19,No,Tarjeta de crédito,No
32,Masculino,Secundaria,Fire TV Stick 4K,109.18,21,4,2201.07,195.63,75,5.5,8.44,No,PayPal,Si
69,Femenino,Primaria,Echo Dot (4th Gen),86.61,17,5,1398.75,614.14,73,0.9,4.51,No,PayPal,No
31,Masculino,Secundaria,Galaxy S23,56.95,10,16,478.38,1351.18,163,0.9,19.63,Si,Tarjeta de crédito,No
42,Masculino,Secundaria,Kindle Paperwhite,140.14,3,40,252.25,1191.08,111,2.8,21.92,Si,Transferencia,Si
68,Masculino,Primaria,Kindle Paperwhite,107.34,1,32,72.99,122.45,2,0.9,16.77,Si,Transferencia,No
62,Masculino,Primaria,Kindle Paperwhite,144.04,15,46,1166.72,428.65,54,0.9,18.28,No,PayPal,No
31,Femenino,Universitaria,Fire TV Stick 4K,46.03,7,49,164.33,2958.02,23,1.9,25.1,Si,Tarjeta de crédito,Si
27,Femenino,Primaria,Kindle Paperwhite,65.67,20,40,788.04,1299.38,238,4.6,12.66,No,Transferencia,Si
42,Masculino,Universitaria,Fire TV Stick 4K,70.48,2,46,76.12,224.08,139,3.6,10.91,No,Transferencia,No
49,Masculino,Universitaria,Kindle Paperwhite,80.8,17,32,934.05,829.83,19,3.7,17.77,No,Transferencia,Si
30,Femenino,Primaria,Kindle Paperwhite,44.78,8,3,347.49,77.33,33,2.7,23.56,No,PayPal,No
62,Femenino,Secundaria,Galaxy S23,147.52,14,49,1053.29,1517,84,2.7,25.7,Si,Tarjeta de crédito,No
51,Femenino,Secundaria,Echo Dot (4th Gen),98.87,12,44,664.41,623.9,62,0.9,19.03,No,Tarjeta de crédito,No
59,Femenino,Primaria,Fire TV Stick 4K,82.89,5,1,410.31,1194.3,46,5.5,11.23,No,Tarjeta de crédito,Si
27,Masculino,Universitaria,Echo Dot (4th Gen),50.61,6,18,249,1248.31,45,5.5,19.01,No,PayPal,Si
40,Masculino,Secundaria,Apple AirPods Pro,41.44,21,32,591.76,1345.65,36,1.9,2.83,Si,Transferencia,Si
59,Femenino,Primaria,Fire TV Stick 4K,66.48,20,2,1303.01,1609.3,363,3.6,4.79,Si,Transferencia,No
33,Masculino,Universitaria,Echo Dot (4th Gen),113.89,12,48,710.67,2284.02,15,0.9,10.74,Si,Transferencia,No
65,Femenino,Universitaria,Fire TV Stick 4K,63.36,4,44,141.93,4015.83,65,1.9,25.86,Si,Transferencia,Si
56,Femenino,Universitaria,Nintendo Switch,68.25,19,25,972.56,1939.02,321,1.8,1.78,Si,Tarjeta de crédito,No
43,Masculino,Primaria,Galaxy S23,148,17,34,1660.56,2087.61,102,3.7,18.66,No,Tarjeta de crédito,Si
60,Masculino,Universitaria,Echo Dot (4th Gen),148.6,8,23,915.38,3135.68,249,5.5,16.67,Si,Tarjeta de crédito,Si
67,Masculino,Primaria,Kindle Paperwhite,113.61,4,20,363.55,484.62,82,1.9,27.88,Si,Transferencia,Si
51,Masculino,Universitaria,Nintendo Switch,145.92,11,36,1027.28,415.94,46,1.9,24.15,No,Transferencia,Si
25,Masculino,Secundaria,Echo Dot (4th Gen),132.14,8,31,729.41,1776.49,237,2.8,18.24,Si,PayPal,Si
52,Femenino,Secundaria,Apple AirPods Pro,41.46,19,15,669.58,813.88,158,4.5,13.65,No,PayPal,No
43,Masculino,Secundaria,Galaxy S23,74.95,19,41,840.19,200.83,190,3.7,25.15,Si,PayPal,Si
52,Femenino,Secundaria,Echo Dot (4th Gen),67.98,19,8,1188.29,239.7,276,4.6,8.75,Si,Tarjeta de crédito,Si
37,Masculino,Primaria,Fire TV Stick 4K,117.53,6,18,578.25,512.02,38,1.9,17.84,No,PayPal,Si
65,Femenino,Primaria,Nintendo Switch,41.43,2,32,56.34,1240.62,75,3.6,19.13,Si,Tarjeta de crédito,No
64,Femenino,Secundaria,Kindle Paperwhite,142.64,22,9,2855.65,882.1,137,4.5,0.4,No,Transferencia,No
21,Femenino,Universitaria,Nintendo Switch,75.93,14,23,818.53,56,18,1.9,14.14,Si,Tarjeta de crédito,Si
52,Femenino,Universitaria,Fire TV Stick 4K,82.33,17,0,1399.61,708.94,143,3.7,18.82,Si,PayPal,Si
18,Masculino,Primaria,Galaxy S23,114.75,11,9,1148.65,1323.44,63,3.7,9.69,No,Transferencia,Si
57,Masculino,Universitaria,Kindle Paperwhite,146.54,23,42,1954.84,1043.2,84,4.5,13.15,No,PayPal,No
42,Masculino,Primaria,Apple AirPods Pro,112.25,12,3,1306.59,820.82,126,5.5,14.13,Si,Tarjeta de crédito,Si
23,Femenino,Primaria,Fire TV Stick 4K,97.7,8,36,500.22,760.75,71,1.8,7.75,No,PayPal,No
68,Masculino,Universitaria,Fire TV Stick 4K,65.49,12,46,424.38,2218.83,85,4.5,22.43,Si,PayPal,No
18,Masculino,Universitaria,Apple AirPods Pro,76.77,22,19,1368.04,1636.23,8,3.6,18.82,No,Transferencia,No
31,Masculino,Secundaria,Fire TV Stick 4K,109.88,16,9,1599.85,875.99,37,4.6,15.12,No,Transferencia,Si
61,Masculino,Universitaria,Kindle Paperwhite,138.57,12,15,1413.41,1506.23,63,4.5,25.33,Si,Tarjeta de crédito,No
68,Femenino,Universitaria,Fire TV Stick 4K,55.89,3,6,157.61,1410.69,6,2.7,1.84,No,Tarjeta de crédito,No
50,Masculino,Universitaria,Echo Dot (4th Gen),106.77,20,31,1473.43,330.4,97,2.7,16.85,No,Transferencia,No
31,Femenino,Secundaria,Nintendo Switch,87.94,14,22,960.3,1454.41,24,3.7,6.52,No,Tarjeta de crédito,Si
31,Femenino,Universitaria,Fire TV Stick 4K,46.64,15,0,699.6,2059.38,76,2.7,16.89,No,PayPal,No
50,Masculino,Primaria,Fire TV Stick 4K,44.2,23,5,965.77,1638.08,190,0.9,11.1,No,Transferencia,No
38,Masculino,Primaria,Nintendo Switch,65.56,22,13,1254.82,2867.34,223,2.8,22.03,Si,PayPal,Si
35,Femenino,Universitaria,Nintendo Switch,139.23,3,23,321.62,375.95,168,2.7,7.32,Si,PayPal,No
58,Masculino,Universitaria,Nintendo Switch,79.12,24,28,1367.19,91.53,13,2.7,23.48,No,PayPal,No
28,Masculino,Secundaria,Galaxy S23,87.18,18,13,1365.24,701.8,159,1.8,16.25,Si,Transferencia,No
60,Femenino,Primaria,Echo Dot (4th Gen),149.43,12,25,1344.87,918.6,60,2.8,6.21,No,PayPal,Si
35,Femenino,Secundaria,Kindle Paperwhite,57.59,8,47,244.18,1577.17,199,1.9,25.5,Si,Transferencia,Si
44,Masculino,Universitaria,Nintendo Switch,134.06,4,19,434.35,1048.65,7,2.7,20.5,Si,Tarjeta de crédito,No
42,Femenino,Secundaria,Nintendo Switch,143.53,19,37,1718.05,1521.45,94,2.8,16.13,Si,Tarjeta de crédito,Si
49,Femenino,Universitaria,Fire TV Stick 4K,88.81,1,35,57.73,1583.07,12,4.5,3.5,Si,Tarjeta de crédito,No
22,Femenino,Primaria,Nintendo Switch,43.85,6,16,221,1153.68,132,1.8,7.29,Si,Transferencia,No
69,Masculino,Primaria,Galaxy S23,50.33,16,7,748.91,1739.39,192,3.7,11.14,No,PayPal,Si
46,Femenino,Primaria,Echo Dot (4th Gen),117.49,11,17,1072.68,370.78,185,5.5,2.35,No,Tarjeta de crédito,Si
36,Femenino,Secundaria,Echo Dot (4th Gen),137.81,17,47,1241.67,672.41,9,3.6,18.44,Si,PayPal,No
21,Femenino,Universitaria,Kindle Paperwhite,56.3,4,3,218.44,820.26,143,5.5,21.89,No,Transferencia,Si
25,Masculino,Universitaria,Fire TV Stick 4K,89.88,10,15,763.98,341.84,148,5.5,9.36,Si,PayPal,Si
24,Femenino,Primaria,Echo Dot (4th Gen),54.37,2,6,102.22,475.47,20,2.7,25.01,No,Tarjeta de crédito,No
55,Femenino,Universitaria,Kindle Paperwhite,114.26,12,4,1316.28,402.91,15,3.7,14.4,No,PayPal,Si
60,Femenino,Primaria,Kindle Paperwhite,113.94,24,32,1859.5,488.73,207,2.7,20.41,No,Transferencia,No
58,Femenino,Secundaria,Nintendo Switch,66.83,17,45,624.86,4404.58,141,0.9,20.94,No,Transferencia,No
36,Masculino,Secundaria,Echo Dot (4th Gen),109.32,17,40,1115.06,1811.69,77,3.6,10.98,Si,PayPal,No
20,Masculino,Universitaria,Kindle Paperwhite,113.28,8,46,489.37,2266.38,7,1.9,18.13,No,Tarjeta de crédito,Si
54,Masculino,Primaria,Apple AirPods Pro,105.36,14,17,1224.28,248.75,26,1.9,9.19,Si,PayPal,Si
69,Masculino,Primaria,Echo Dot (4th Gen),149.1,18,12,2361.74,471.81,17,3.7,17.59,Si,Tarjeta de crédito,Si
42,Femenino,Primaria,Nintendo Switch,77.18,21,7,1507.33,1053.29,11,1.8,9.61,Si,PayPal,No
54,Masculino,Universitaria,Fire TV Stick 4K,137.93,2,21,217.93,92.73,148,1.9,3.93,No,Tarjeta de crédito,Si
45,Femenino,Universitaria,Galaxy S23,62.18,7,1,430.91,1707.94,19,4.5,12.8,No,PayPal,No
45,Masculino,Secundaria,Nintendo Switch,80.61,1,44,45.14,2678.45,320,1.9,17,Si,PayPal,Si
39,Masculino,Primaria,Echo Dot (4th Gen),63.44,21,42,772.7,1789.37,123,1.8,17.27,Si,Transferencia,No
36,Masculino,Secundaria,Kindle Paperwhite,105.45,21,30,1550.12,851.75,3,3.6,3.73,No,Transferencia,No
41,Masculino,Universitaria,Apple AirPods Pro,106.72,9,14,826.01,1896.24,108,4.5,19.1,Si,Tarjeta de crédito,No
35,Femenino,Universitaria,Galaxy S23,81.05,1,21,64.03,246.82,84,1.9,19.82,No,Tarjeta de crédito,Si
34,Masculino,Secundaria,Fire TV Stick 4K,67.1,11,17,612.62,1865.02,155,3.6,12.89,Si,PayPal,No
56,Masculino,Secundaria,Nintendo Switch,85.72,17,27,1063.79,366.79,22,5.5,22.38,Si,Transferencia,Si
43,Femenino,Secundaria,Nintendo Switch,70.62,13,11,817.07,789.15,277,1.8,1.18,Si,PayPal,No
48,Masculino,Secundaria,Fire TV Stick 4K,139.02,1,14,119.56,617.8,15,1.9,16.53,Si,PayPal,Si
68,Masculino,Universitaria,Kindle Paperwhite,120.79,10,2,1183.74,1254.27,8,2.8,20.12,Si,Tarjeta de crédito,Si
48,Femenino,Primaria,Echo Dot (4th Gen),90.09,8,18,590.99,2024.5,283,3.7,20.52,No,Transferencia,Si
26,Femenino,Universitaria,Fire TV Stick 4K,87.72,18,13,1373.7,504.2,161,3.6,16.2,No,PayPal,No
20,Masculino,Universitaria,Galaxy S23,83.42,5,39,254.43,2739.84,47,1.8,19.61,No,PayPal,No
44,Masculino,Universitaria,Fire TV Stick 4K,42.03,2,5,79.86,2957.78,300,1.9,12.77,Si,PayPal,Si
52,Masculino,Primaria,Kindle Paperwhite,138.76,13,37,1136.44,1340.23,236,3.7,26.37,No,PayPal,Si
20,Masculino,Secundaria,Echo Dot (4th Gen),108.96,16,-120,1394.69,543.71,66,2.8,16.42,Si,PayPal,Si
23,Masculino,Secundaria,Galaxy S23,69.89,2,3,135.59,1031.25,302,4.5,10.82,No,PayPal,No
65,Masculino,Primaria,Apple AirPods Pro,49.02,13,27,465.2,518.87,97,2.8,21.94,Si,Transferencia,Si
66,Femenino,Primaria,Fire TV Stick 4K,86.71,9,9,710.15,2462.04,119,2.7,10.22,No,PayPal,No
68,Femenino,Universitaria,Apple AirPods Pro,132.95,6,28,574.34,2470.3,160,2.8,21.11,Si,PayPal,Si
55,Femenino,Primaria,Echo Dot (4th Gen),46.71,4,23,143.87,2957.64,159,3.7,15.13,No,PayPal,Si
18,Femenino,Secundaria,Galaxy S23,74.12,11,19,660.41,3995.96,302,1.8,1.32,No,Tarjeta de crédito,No
22,Masculino,Secundaria,Nintendo Switch,107.43,2,1,212.71,244.14,99,1.8,6.35,Si,PayPal,No
51,Masculino,Secundaria,Apple AirPods Pro,133.07,1,0,133.07,1444.53,21,4.6,17.59,Si,Tarjeta de crédito,Si
55,Femenino,Secundaria,Apple AirPods Pro,147.33,10,22,1149.17,377.19,32,4.5,11.3,Si,Tarjeta de crédito,No
47,Femenino,Primaria,Nintendo Switch,40.66,23,25,701.38,3221.67,148,1.9,7.27,No,PayPal,Si
30,Masculino,Primaria,Apple AirPods Pro,86.76,23,2,1955.57,2070.21,156,2.8,26.07,No,PayPal,Si
29,Femenino,Secundaria,Nintendo Switch,101.4,1,37,63.88,2599.49,85,0.9,4.34,Si,Tarjeta de crédito,No
63,Femenino,Primaria,Echo Dot (4th Gen),56.77,22,8,1149.02,2063.76,137,0.9,26.02,No,PayPal,No
56,Masculino,Secundaria,Echo Dot (4th Gen),117.14,4,1,463.87,1507.63,101,0.9,9.78,No,Tarjeta de crédito,No
31,Femenino,Secundaria,Fire TV Stick 4K,75.44,9,45,373.43,870.08,118,3.7,25.63,Si,Transferencia,Si
49,Masculino,Universitaria,Kindle Paperwhite,59.86,21,48,653.67,255.01,167,1.9,3.92,Si,Tarjeta de crédito,Si
53,Masculino,Primaria,Kindle Paperwhite,139.79,23,37,2025.56,1404.51,12,2.7,26.11,No,Tarjeta de crédito,No
28,Femenino,Universitaria,Kindle Paperwhite,110.52,19,24,1595.91,518.74,39,3.7,12.71,No,PayPal,Si
53,Femenino,Universitaria,Nintendo Switch,78.62,7,20,440.27,2581.61,192,2.7,19.25,Si,PayPal,No
58,Femenino,Primaria,Nintendo Switch,59.14,6,22,276.78,3424.41,19,1.8,9.66,Si,PayPal,No
39,Femenino,Primaria,Fire TV Stick 4K,94.2,21,6,1859.51,2889.29,20,3.6,22.08,Si,Transferencia,No
22,Masculino,Secundaria,Galaxy S23,105.94,11,43,664.24,1.95,50,5.5,2.92,No,PayPal,Si
40,Masculino,Universitaria,Kindle Paperwhite,129.86,6,18,638.91,666.32,401,1.8,23.19,No,Transferencia,No
61,Femenino,Primaria,Nintendo Switch,46.47,15,21,550.67,33.31,294,3.7,26.93,No,Tarjeta de crédito,Si
18,Femenino,Universitaria,Kindle Paperwhite,51.68,20,49,527.14,732.39,69,4.5,0.79,Si,Tarjeta de crédito,No
58,Masculino,Secundaria,Echo Dot (4th Gen),109.67,2,19,177.67,1371.7,53,4.5,4.67,No,Transferencia,No
51,Masculino,Secundaria,Galaxy S23,68.02,17,20,925.07,838.65,6,2.8,15,No,PayPal,Si
41,Masculino,Primaria,Fire TV Stick 4K,42.13,5,46,113.75,489.29,95,4.5,4.51,Si,PayPal,No
63,Masculino,Primaria,Galaxy S23,52.78,10,4,506.69,1109.61,103,1.8,12.59,No,Transferencia,No
26,Masculino,Primaria,Fire TV Stick 4K,145.29,19,18,2263.62,533.13,74,2.8,12.35,Si,PayPal,Si
54,Femenino,Universitaria,Nintendo Switch,94.54,7,41,390.45,2350.12,97,1.8,16.68,No,Transferencia,No
48,Masculino,Primaria,Apple AirPods Pro,66.66,20,34,879.91,3192.19,268,3.6,4.79,No,Tarjeta de crédito,No
59,Masculino,Universitaria,Fire TV Stick 4K,96.93,18,28,1256.21,2081.94,128,2.8,1.3,No,Transferencia,Si
28,Masculino,Universitaria,Kindle Paperwhite,122.64,13,10,1434.89,1470.61,95,1.9,8.42,No,PayPal,Si
61,Masculino,Primaria,Fire TV Stick 4K,82.81,14,8,1066.59,3368.43,99,4.5,5.92,No,Tarjeta de crédito,No
62,Masculino,Universitaria,Nintendo Switch,146.64,16,36,1501.59,348.76,62,2.7,9.26,No,Tarjeta de crédito,No
62,Masculino,Primaria,Kindle Paperwhite,130,2,39,158.6,780.7,105,3.7,23.22,Si,Transferencia,Si
30,Femenino,Universitaria,Fire TV Stick 4K,148.65,20,1,2943.27,1431.61,225,3.6,21.2,Si,Tarjeta de crédito,No
57,Femenino,Secundaria,Apple AirPods Pro,67.8,14,47,503.08,135.33,159,4.6,17.73,No,Transferencia,Si
70,Femenino,Secundaria,Apple AirPods Pro,137.7,12,25,1239.3,981.04,179,1.9,14.09,No,PayPal,Si
67,Femenino,Universitaria,Kindle Paperwhite,102.56,18,2,1809.16,33.03,87,2.8,19.91,No,Tarjeta de crédito,Si
38,Femenino,Universitaria,Kindle Paperwhite,64.93,21,10,1227.18,355.06,31,0.9,1.13,No,Transferencia,No
34,Femenino,Universitaria,Fire TV Stick 4K,46.93,11,33,345.87,623.08,126,3.7,3.05,Si,Tarjeta de crédito,Si
52,Masculino,Secundaria,Galaxy S23,114.48,24,28,1978.21,1761.26,8,1.8,5.81,Si,Transferencia,No
29,Masculino,Universitaria,Nintendo Switch,64.82,15,43,554.21,133.29,213,5.5,8.25,Si,Tarjeta de crédito,Si
66,Femenino,Primaria,Nintendo Switch,119.27,10,23,918.38,385.94,86,4.6,18.87,No,PayPal,Si
43,Femenino,Secundaria,Nintendo Switch,112.26,10,36,718.46,1172.84,213,1.8,7.35,Si,Tarjeta de crédito,No
41,Masculino,Universitaria,Kindle Paperwhite,82.71,16,27,966.05,418.39,161,2.8,13.37,Si,Transferencia,Si
22,Femenino,Universitaria,Galaxy S23,65.86,1,28,47.42,1085.25,68,3.6,11.01,No,Tarjeta de crédito,No
37,Femenino,Universitaria,Fire TV Stick 4K,91.94,12,22,860.56,1243.19,293,5.5,7.06,No,Transferencia,Si
29,Masculino,Universitaria,Galaxy S23,42.19,8,3,327.39,333.22,221,4.5,19.92,No,Transferencia,No
23,Masculino,Secundaria,Apple AirPods Pro,112.31,17,25,1431.95,850.38,79,2.8,4.62,No,PayPal,Si
29,Femenino,Secundaria,Fire TV Stick 4K,42.48,16,19,550.54,721.79,6,3.6,26.03,Si,PayPal,No
47,Femenino,Primaria,Kindle Paperwhite,90.26,4,23,278,124.32,8,1.8,4.63,No,Tarjeta de crédito,No
41,Masculino,Secundaria,Apple AirPods Pro,40.52,24,30,680.74,97.42,19,2.8,5.89,No,PayPal,Si
56,Femenino,Universitaria,Kindle Paperwhite,120.53,7,25,632.78,3341.05,203,2.7,23.91,No,Transferencia,No
21,Masculino,Universitaria,Apple AirPods Pro,53.83,16,20,689.02,5077.76,51,4.5,3.96,Si,Tarjeta de crédito,No
68,Femenino,Primaria,Nintendo Switch,62.44,5,5,296.59,736.93,44,2.7,6.91,No,PayPal,No
28,Femenino,Primaria,Fire TV Stick 4K,126.31,18,12,2000.75,1034.32,278,3.7,15.89,No,Tarjeta de crédito,Si
21,Femenino,Secundaria,Fire TV Stick 4K,74,23,5,1616.9,996.22,95,4.6,18.21,Si,PayPal,Si
43,Masculino,Universitaria,Echo Dot (4th Gen),110.53,14,21,1222.46,623.31,105,5.5,23.74,No,Transferencia,Si
63,Masculino,Secundaria,Kindle Paperwhite,133.58,4,46,288.53,108.15,279,1.8,25.83,Si,PayPal,No
29,Masculino,Primaria,Echo Dot (4th Gen),46.59,4,39,113.68,2964.98,241,3.7,17.52,No,Tarjeta de crédito,Si
33,Masculino,Universitaria,Fire TV Stick 4K,45.32,4,25,135.96,3205.96,82,2.7,18.84,No,PayPal,No
24,Femenino,Universitaria,Fire TV Stick 4K,80.02,23,47,975.44,1443.19,15,2.8,9.04,No,PayPal,Si
31,Femenino,Primaria,Echo Dot (4th Gen),118.37,19,13,1956.66,1047.73,38,4.6,5.11,No,Transferencia,Si
52,Femenino,Primaria,Nintendo Switch,97.05,18,31,1205.36,1344.99,42,5.5,8.97,Si,Tarjeta de crédito,Si
38,Masculino,Universitaria,Nintendo Switch,112.03,18,49,1028.44,228.06,72,4.6,7.11,No,PayPal,Si
61,Femenino,Universitaria,Apple AirPods Pro,67.36,6,31,278.87,1585.09,11,1.9,7.78,Si,Tarjeta de crédito,Si
35,Femenino,Universitaria,Apple AirPods Pro,72.91,21,4,1469.87,1011.44,145,3.7,16.39,Si,Tarjeta de crédito,Si
28,Femenino,Secundaria,Nintendo Switch,78.75,23,46,978.08,1824.35,152,1.9,24.43,No,PayPal,Si
24,Femenino,Secundaria,Kindle Paperwhite,123.38,14,3,1675.5,1243.49,83,3.6,15.55,Si,Tarjeta de crédito,No
49,Masculino,Primaria,Fire TV Stick 4K,101.95,8,40,489.36,782.76,113,4.5,17.85,No,PayPal,No
28,Femenino,Secundaria,Galaxy S23,137.34,14,11,1711.26,518.36,295,4.5,15.5,No,Tarjeta de crédito,No
70,Masculino,Primaria,Fire TV Stick 4K,63.74,12,22,596.61,1238.48,156,0.9,13.09,Si,Tarjeta de crédito,No
66,Masculino,Secundaria,Fire TV Stick 4K,41.49,11,26,337.73,1803.52,8,1.8,10.42,Si,Transferencia,No
48,Femenino,Universitaria,Nintendo Switch,141.87,21,1,2949.48,314.62,99,4.5,14.31,No,Transferencia,No
51,Masculino,Universitaria,Nintendo Switch,65.61,20,24,997.27,170.66,114,1.9,12.51,Si,Transferencia,Si
36,Femenino,Primaria,Apple AirPods Pro,82.85,10,30,579.95,313.37,37,4.6,9.38,Si,Tarjeta de crédito,Si
48,Masculino,Secundaria,Apple AirPods Pro,141.28,14,35,1285.65,173.08,108,1.9,4.39,No,PayPal,Si
54,Masculino,Secundaria,Kindle Paperwhite,102.12,7,21,564.72,1105.32,383,4.5,25.27,Si,Tarjeta de crédito,No
59,Masculino,Primaria,Galaxy S23,135.25,22,11,2648.2,1532.47,94,1.9,6.33,Si,Transferencia,Si
37,Femenino,Universitaria,Apple AirPods Pro,127.45,12,31,1055.29,654.05,153,5.5,18.81,Si,Tarjeta de crédito,Si
59,Masculino,Universitaria,Nintendo Switch,43.26,24,6,975.95,224.64,210,1.8,23.16,Si,Transferencia,No
54,Femenino,Secundaria,Galaxy S23,81.31,12,19,790.33,1601.85,62,4.6,26.29,Si,Transferencia,Si
36,Masculino,Secundaria,Kindle Paperwhite,46.97,14,45,361.67,2110.21,53,0.9,5.16,No,Transferencia,No
63,Masculino,Primaria,Apple AirPods Pro,93.85,12,36,720.77,163.9,41,1.8,20.39,No,PayPal,No
23,Masculino,Primaria,Galaxy S23,54.24,21,28,820.11,2178.96,142,4.6,16.78,No,Tarjeta de crédito,Si
43,Femenino,Secundaria,Echo Dot (4th Gen),141.19,11,11,1382.25,434.43,391,3.6,16.68,No,Transferencia,No
22,Femenino,Secundaria,Apple AirPods Pro,89.02,18,17,1329.96,302.68,241,5.5,11.45,Si,Tarjeta de crédito,Si
70,Femenino,Primaria,Fire TV Stick 4K,76.28,12,27,668.21,2337.48,9,2.7,13.67,No,PayPal,No
61,Femenino,Universitaria,Echo Dot (4th Gen),143.37,16,41,1353.41,2573.77,62,5.5,24.3,Si,Transferencia,Si
65,Femenino,Primaria,Galaxy S23,135.08,9,21,960.42,3054.89,190,4.6,6.26,Si,Tarjeta de crédito,Si
46,Femenino,Universitaria,Galaxy S23,83.9,11,17,766.01,2460.87,208,2.8,24.16,No,PayPal,Si
39,Masculino,Primaria,Nintendo Switch,80.69,17,18,1124.82,2198.94,60,3.6,13.14,No,Tarjeta de crédito,No
57,Femenino,Universitaria,Fire TV Stick 4K,41.34,16,20,529.15,1804.95,152,1.8,1.13,Si,Transferencia,No
22,Femenino,Secundaria,Fire TV Stick 4K,101.84,8,8,749.54,191.79,49,0.9,24.86,No,Tarjeta de crédito,No
42,Masculino,Universitaria,Galaxy S23,44.19,4,6,166.15,561.79,92,1.9,18.54,No,Transferencia,Si
40,Femenino,Universitaria,Fire TV Stick 4K,129.93,1,47,68.86,267.13,107,3.6,20.8,No,Tarjeta de crédito,No
68,Masculino,Secundaria,Echo Dot (4th Gen),59.62,21,7,1164.38,488.19,71,5.5,6.8,No,Tarjeta de crédito,Si
46,Femenino,Primaria,Fire TV Stick 4K,95.61,16,25,1147.32,2433.87,158,1.8,22.37,No,Transferencia,No
64,Masculino,Secundaria,Apple AirPods Pro,133.66,18,13,2093.12,1976.68,153,0.9,22.32,No,PayPal,No
43,Femenino,Primaria,Nintendo Switch,106.39,3,24,242.57,612.22,148,2.8,10.56,Si,Transferencia,Si
53,Masculino,Universitaria,Fire TV Stick 4K,120.93,22,14,2288,655.31,63,0.9,10.27,No,PayPal,No
20,Femenino,Secundaria,Nintendo Switch,144.11,17,48,1273.93,1320.1,209,5.5,15.03,No,PayPal,Si
36,Masculino,Universitaria,Kindle Paperwhite,61.29,19,20,931.61,2150.11,42,2.8,18.14,No,Transferencia,Si
27,Femenino,Primaria,Apple AirPods Pro,143.2,22,29,2236.78,1879.89,202,0.9,0.95,No,PayPal,No
61,Masculino,Primaria,Nintendo Switch,114.28,15,19,1388.5,2092.09,93,2.8,17.07,No,Transferencia,Si
68,Femenino,Primaria,Echo Dot (4th Gen),129.64,5,42,375.96,1541.28,16,4.6,26.08,Si,Tarjeta de crédito,Si
26,Femenino,Primaria,Kindle Paperwhite,144.38,19,5,2606.06,293.98,118,0.9,17.88,Si,Transferencia,No
61,Masculino,Secundaria,Nintendo Switch,148.32,14,22,1619.65,528.5,283,3.6,12.07,Si,Tarjeta de crédito,No
33,Masculino,Primaria,Echo Dot (4th Gen),145.71,1,32,99.08,944.49,120,3.6,7.44,No,Transferencia,No
54,Femenino,Universitaria,Apple AirPods Pro,41.22,10,13,358.61,1779.82,196,3.6,13.75,No,PayPal,No
45,Femenino,Secundaria,Nintendo Switch,46.09,16,40,442.46,1904.46,45,1.8,9.72,No,Tarjeta de crédito,No
53,Femenino,Secundaria,Apple AirPods Pro,135.8,1,2,133.08,2084.58,213,1.9,21.14,Si,Tarjeta de crédito,Si
48,Femenino,Primaria,Kindle Paperwhite,98.74,7,43,393.97,1106.05,237,1.9,20.36,Si,Transferencia,Si
70,Femenino,Primaria,Apple AirPods Pro,69.04,24,10,1491.26,685.44,208,4.5,13.97,Si,Tarjeta de crédito,No
66,Femenino,Secundaria,Echo Dot (4th Gen),82.96,21,42,1010.45,285.72,162,2.8,1.5,Si,PayPal,Si
60,Masculino,Universitaria,Kindle Paperwhite,130.07,19,38,1532.22,1187.43,90,2.7,6.27,Si,Transferencia,No
53,Femenino,Primaria,Fire TV Stick 4K,80.79,3,9,220.56,1466.81,5,2.8,7.35,Si,PayPal,Si
